entity_label,entity_class,oid,mentioned,entity,
Sclerosis of the middle phalanx of the 4th toe,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0100937,
Sclerosis of the distal phalanx of the 2nd toe,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0100939,
Sclerosis of the proximal phalanx of the 5th toe,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0100934,
Abnormality of skull size,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0000240,
Sclerosis of the proximal phalanx of the 4th toe,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0100933,
Macrodontia,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0001572,
Sclerosis of the middle phalanx of the 3rd toe,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0100936,
GO_0072105,Class,mp.owl,1,http://purl.obolibrary.org/obo/GO_0072105,
Sclerosis of the middle phalanx of the 2nd toe,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0100935,
Sclerosis of hallux phalanx,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0100930,
GO_0050798,Class,mp.owl,1,http://purl.obolibrary.org/obo/GO_0050798,
Abnormality of the paranasal sinuses,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0000245,
Sclerosis of the proximal phalanx of the 3rd toe,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0100932,
Parietal bossing,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0000242,
Sclerosis of the proximal phalanx of the 2nd toe,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0100931,
Abnormality of the integument,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0001574,
Trigonocephaly,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0000243,
Brachycephaly,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0000248,
long hair,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0002881,
increased monocyte cell number,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0000220,
abnormal neuron morphology,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0002882,
increased circulating free fatty acid level,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0001554,
decreased monocyte cell number,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0000223,
abnormal circulating free fatty acids level,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0001553,
GO_0048468,Class,mp.owl,1,http://purl.obolibrary.org/obo/GO_0048468,
decreased neutrophil cell number,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0000222,
abnormal pharyngeal arch morphology,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0002884,
increased circulating triglyceride level,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0001552,
decreased leukocyte cell number,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0000221,
hyperglycemia,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0001559,
abnormal thrombopoiesis,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0000228,
decreased susceptibility to pharmacologically induced seizures,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0002887,
abnormal mean corpuscular volume,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0000226,
increased circulating HDL cholesterol level,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0001556,
Ovarian teratoma,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0012226,
abnormal megakaryocyte differentiation,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0000229,
GO_0001779,Class,mp.owl,1,http://purl.obolibrary.org/obo/GO_0001779,
Sclerosis of 3rd toe phalanx,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0100927,
Sclerosis of 2nd toe phalanx,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0100926,
Sclerosis of 5th toe phalanx,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0100929,
Sclerosis of 4th toe phalanx,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0100928,
abnormal circulating calcium level,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0001562,
decreased superior colliculus size,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0002892,
Abnormal genital pigmentation,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0012293,
hypertension,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0000231,
abnormal systemic arterial blood pressure,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0000230,
Fusion of gums,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0012292,
abnormal circulating insulin level,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0001560,
Mouth neoplasm,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0012290,
Slender proximal phalanx of finger,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0012297,
abnormal bone mineralization,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0002896,
increased circulating phosphate level,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0001566,
Slender distal phalanx of finger,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0012296,
blotchy skin,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0002897,
abnormal circulating phosphate level,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0001565,
abnormal blood flow velocity,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0000233,
abnormal otolith morphology,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0002894,
Slender middle phalanx of finger,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0012295,
Abnormality of the occipital bone,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0012294,
abnormal otolithic membrane morphology,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0002895,
absent common myeloid progenitor cells,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0000239,
abnormal circulating bilirubin level,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0001569,
absent pre-B cells,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0000238,
Long distal phalanx of finger,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0012299,
absent cartilage,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0002898,
Long middle phalanx of finger,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0012298,
abnormal cardiogenic mesoderm morphology,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0012278,
wide sternum,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0012279,
abnormal circulating alanine transaminase level,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0001573,
impaired fertilization,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0000242,
extramedullary hematopoiesis,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0000240,
Abnormal hypothalamus morphology,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0012286,
Abnormal hypothalamus physiology,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0012285,
abnormal erythropoiesis,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0000245,
cyanosis,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0001575,
Small proximal tibial epiphyses,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0012284,
Facial neoplasm,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0012289,
abnormal blood vessel physiology,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0000249,
macrocytosis,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0000248,
abnormal chordamesoderm morphology,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0012271,
Sclerosis of the distal phalanx of the 3rd finger,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0100901,
Sclerosis of the distal phalanx of the 2nd finger,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0100900,
Sclerosis of the distal phalanx of the 5th finger,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0100903,
Full cheeks,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0000293,
Sclerosis of the distal phalanx of the 4th finger,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0100902,
small vomeronasal organ,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0013597,
hindbrain hyperplasia,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0012266,
Leydig cell hypertrophy,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0013598,
abnormal red nucleus morphology,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0012267,
Leydig cell atrophy,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0013599,
Facial hypotonia,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0000297,
Decreased muscle glycogen content,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0012270,
abnormal vasoconstriction,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0000250,
abnormal hemoglobin,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0001588,
echinocytosis,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0000256,
abnormal erythrocyte cell number,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0001586,
vasculature congestion,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0000255,
Hyposerinemia,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0012279,
Hypoglycinemia,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0012277,
abnormal vascular development,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0000259,
enlarged thymus cortex,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0013593,
abnormal hindbrain size,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0012262,
decreased hindbrain size,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0012263,
abnormal parotid gland acinus morphology,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0013594,
hindbrain hypoplasia,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0012264,
absent vomeronasal organ,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0013595,
increased hindbrain size,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0012265,
abnormal vomeronasal organ physiology,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0013596,
Abnormality of facial adipose tissue,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0000291,
enlarged thymus medulla,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0013590,
Loss of facial adipose tissue,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0000292,
thymus medulla hyperplasia,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0013591,
encephalomeningocele,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0012260,
small thymus cortex,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0013592,
increased hindbrain apoptosis,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0012261,
Abnormality of the forehead,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0000290,
Facial edema,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0000282,
Broad face,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0000283,
abnormal intersomitic vein morphology,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0012255,
Abnormality of the philtrum,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0000288,
thymus medulla atrophy,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0013586,
abnormal philtrum morphology,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0012256,
Broad philtrum,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0000289,
absent thymus medulla,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0013587,
small thymus medulla,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0013588,
Epicanthus,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0000286,
absent philtrum,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0012257,
thymus medulla hypoplasia,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0013589,
Increased facial adipose tissue,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0000287,
philtrum hypoplasia,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0012258,
abnormal angiogenesis,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0000260,
failure of vascular branching,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0000264,
absent organized vascular network,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0000263,
poor arterial differentiation,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0000262,
abnormal blood volume,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0001599,
abnormal heart development,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0000267,
abnormal blood viscosity,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0001598,
abnormal heart morphology,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0000266,
hypotension,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0001596,
Abnormal respiratory motile cilium physiology,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0012261,
atretic vasculature,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0000265,
abnormal heart looping,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0000269,
abnormal diaphragm development,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0012251,
salivary gland degeneration,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0013583,
abnormal septum transversum morphology,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0012252,
abnormal intersomitic vessel morphology,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0012253,
pancreas degeneration,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0013584,
Abnormal muscle glycogen content,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0012269,
thymus cortex atrophy,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0013585,
Coarse facial features,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0000280,
abnormal nasal gland morphology,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0013580,
nasal gland degeneration,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0013581,
abnormal epidermal-dermal junction morphology,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0011159,
decreased cochlear VIII nucleus size,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0012486,
abnormal hypodermis fat layer morphology,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0011156,
increased cerebellum dentate nucleus size,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0012487,
absent hippocampus stratum oriens,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0011155,
decreased cerebellum dentate nucleus size,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0012488,
absent hypodermis muscle layer,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0011158,
abnormal retrosplenial region morphology,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0012489,
abnormal hypodermis muscle layer morphology,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0011157,
decreased habenula size,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0012482,
thick hippocampus molecular cell layer,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0011152,
abnormal hippocampus stratum radiatum morphology,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0011151,
thick hippocampus stratum radiatum,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0011154,
increased cochlear VIII nucleus size,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0012485,
thick hippocampus stratum oriens,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0011153,
GO_0050817,Class,hp.owl,1,http://purl.obolibrary.org/obo/GO_0050817,
decreased amygdala size,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0012480,
abnormal hippocampus stratum oriens morphology,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0011150,
increased habenula size,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0012481,
increased amygdala size,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0012479,
abnormal hippocampus stratum lacunosum morphology,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0011149,
decreased mesenchymal cell proliferation involved in lung development,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0011148,
increased piriform cortex size,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0012475,
abnormal mesenchymal cell differentiation involved in lung development,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0011145,
thin lung-associated mesenchyme,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0011144,
decreased piriform cortex size,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0012476,
increased mesenchymal cell proliferation involved in lung development,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0011147,
increased secondary somatosensory cortex size,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0012477,
decreased secondary somatosensory cortex size,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0012478,
abnormal mesenchymal cell proliferation involved in lung development,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0011146,
Abnormal muscle tone,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0003808,
MPATH_267,Class,mp.owl,1,http://purl.obolibrary.org/obo/MPATH_267,
increased cerebellum interpositus nucleus size,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0012471,
decreased lung endothelial cell proliferation,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0011140,
MPATH_266,Class,mp.owl,1,http://purl.obolibrary.org/obo/MPATH_266,
decreased cerebellum interpositus nucleus size,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0012472,
thick lung-associated mesenchyme,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0011143,
abnormal lung-associated mesenchyme development,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0011142,
decreased genu of the facial nerve size,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0012470,
abnormal intestinal goblet cell physiology,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0013799,
abnormal lung endothelial cell proliferation,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0011138,
decreased striatum area,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0012468,
increased genu of the facial nerve size,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0012469,
increased lung endothelial cell proliferation,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0011139,
decreased optic tract size,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0012464,
decreased lung endothelial cell migration,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0011134,
abnormal duodenal goblet cell morphology,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0013796,
increased hippocampal fimbria size,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0012465,
increased lung endothelial cell migration,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0011133,
UBERON_0009038,Class,mp.owl,1,http://purl.obolibrary.org/obo/UBERON_0009038,
abnormal ileal goblet cell morphology,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0013797,
decreased hippocampal fimbria size,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0012466,
abnormal jeujunal goblet cell morphology,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0013798,
increased striatum area,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0012467,
absent secondary ovarian follicles,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0011130,
absent external nares,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0013791,
decreased dentate gyrus size,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0012460,
abnormal small intestine goblet cell morphology,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0013792,
increased brain internal capsule size,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0012461,
abnormal large intestine goblet cell morphology,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0013793,
abnormal lung endothelial cell migration,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0011132,
decreased brain internal capsule size,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0012462,
abnormal intestinal villus goblet cell morphology,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0013794,
abnormal lung endothelial cell physiology,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0011131,
increased optic tract size,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0012463,
external nares atresia,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0013788,
abnormal secondary ovarian follicle number,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0011127,
